author,conference,title,year
"{'Hala Mostafa', 'Jacob Beal', 'Jeffrey Cleveland', 'Fusun Yaman', 'Annan Mozeika', 'Aaron Adler'}",AAAI,a morphogenetically assisted design variation tool.,2013
"{'Johannes Klaus Fichte', 'Stefan Szeider'}",AAAI,backdoors to normality for disjunctive logic programs.,2013
"{'Noam Hazon', 'David Sarne', 'Chen Hajaj', 'Avshalom Elmalech'}",AAAI,"search more, disclose less.",2013
"{'Doga Gizem Kisa', 'Esra Erdem', 'Peter Schüller', 'Umut Öztok'}",AAAI,a general formal framework for pathfinding problems with multiple agents.,2013
{'Mehul Bhatt'},AAAI,organizers.,2013
"{'Thomas Krennwallner', 'Michael Fink 0001', 'Christoph Redl', 'Thomas Eiter'}",AAAI,liberal safety for answer set programs with external sources.,2013
"{'Xiaotong Zhang', 'Xianchao Zhang'}",AAAI,smart multi-task bregman clustering and multi-task kernel clustering.,2013
"{'Edith Elkind', 'Jeffrey S. Rosenschein', 'Reshef Meir', 'Yair Zick'}",AAAI,bounding the cost of stability in games over interaction networks.,2013
"{'Jesse Davis', 'Wannes Meert', 'Guy Van den Broeck'}",AAAI,lifted generative parameter learning.,2013
"{'Ashique Rupam Mahmood', 'Richard S. Sutton'}",AAAI,representation search through generate and test.,2013
"{'Swakkhar Shatabda', 'Abdul Sattar 0001', 'M. A. Hakim Newton'}",AAAI,simplified lattice models for protein structure prediction: how good are they?,2013
"{'Thomas Lukasiewicz', 'Tommaso Di Noia'}",AAAI,combining cp-nets with the power of ontologies.,2013
"{'Yingze Wang', 'Guang Xiang', 'Shi-Kuo Chang'}",AAAI,sparse multi-task learning for detecting influential nodes in an implicit diffusion network.,2013
{'Hung Hai Bui'},AAAI,organizers.,2013
{'Vedran Podobnik'},AAAI,preface.,2013
"{'Gary Doran', 'Soumya Ray'}",AAAI,smile: shuffled multiple-instance learning.,2013
"{'Jan Noessner', 'Heiner Stuckenschmidt', 'Mathias Niepert'}",AAAI,rockit: exploiting parallelism and symmetry for map inference in statistical relational models.,2013
"{'David Storch', 'Amy Greenwald', 'Jeffrey Stix', 'Eric Sodomka', 'Eric Stix'}",AAAI,empirical analysis of auctioneer profitability in quibids penny auctions.,2013
"{'Alessandro Cimatti', 'Andrea Micheli', 'Marco Roveri'}",AAAI,timelines with temporal uncertainty.,2013
"{'Keisuke Hara', 'Takayuki Ito'}",AAAI,a mediation mechanism for automated negotiating agents whose utility changes over time.,2013
"{'Steven M. LaValle', 'Jingjin Yu'}",AAAI,structure and intractability of optimal multi-robot path planning on graphs.,2013
"{'Robert Kyle Eichelberger', 'Victor S. Sheng'}",AAAI,does one-against-all or one-against-one improve the performance of multiclass classifications?,2013
"{'Yueting Zhuang', 'Yanfei Wang', 'Fei Wu 0001', 'Weiming Lu', 'Yin Zhang'}",AAAI,supervised coupled dictionary learning with group structures for multi-modal retrieval.,2013
"{'Jin Huang', 'Heng Huang', 'Feiping Nie', 'Chris H. Q. Ding'}",AAAI,supervised and projected sparse coding for image classification.,2013
"{'Nicolas Maudet', 'Francesca Rossi', 'Maria Silvia Pini', 'Kristen Brent Venable', 'Alberto Maran'}",AAAI,a framework for aggregating influenced cp-nets and its resistance to bribery.,2013
"{'Arnav Jhala', 'Soja-Marie Callahan Morgens'}",AAAI,synthetic photographs for learning aesthetic preferences.,2013
"{'Jomi Fred Hübner', 'Brian Logan', 'Natasha Alechina', 'Mehdi Dastani', 'Tristan M. Behrens', 'Hai H. Nguyen', 'Marc van Zee', 'Koen V. Hindriks'}",AAAI,multi-cycle query caching in agent programming.,2013
"{'Bistra N. Dilkina', 'Kevin S. McKelvey', 'Carla P. Gomes', 'Claire A. Montgomery', 'Jordan Suter', 'Michael K. Schwartz', 'Ashish Sabharwal', 'Yexiang Xue', 'Ronan LeBras', 'Katherine J. Lai'}",AAAI,large landscape conservation - synthetic and real-world datasets.,2013
"{'Fabio Panozzo', 'Nicola Gatti 0001', 'Marcello Restelli'}",AAAI,efficient evolutionary dynamics with extensive-form games.,2013
"{'Victor S. Sheng', 'Clifford A. Tawiah'}",AAAI,empirical comparison of multi-label classification algorithms.,2013
"{'Andreas Pfandler', 'Gábor Erdélyi', 'Martin Lackner'}",AAAI,computational aspects of nearly single-peaked electorates.,2013
"{'Pedro Henrique de Rodrigues Quemel e Assis Santana', 'Brian Charles Williams'}",AAAI,chance-constrained strong controllability of temporal plan networks with uncertainty.,2013
"{'Yen-Cheng Lu', 'Yang Chen', 'Feng Chen 0001', 'Chang-Tien Lu'}",AAAI,a generalized student-t based approach to mixed-type anomaly detection.,2013
"{'Cynthia Rudin', 'Daniel Wagner', 'Tong Wang', 'Rich Sevieri'}",AAAI,detecting patterns of crime with series finder.,2013
"{'Sandip Aine', 'Maxim Likhachev'}",AAAI,truncated incremental search: faster replanning by exploiting suboptimality.,2013
"{'Dieter Fox', 'Michael Ruhnke', 'Wolfram Burgard', 'Liefeng Bo'}",AAAI,compact rgbd surface models based on sparse coding.,2013
"{'Qiang Yang 0001', 'Zhongqi Lu', 'Erheng Zhong', 'Sinno Jialin Pan', 'Lili Zhao', 'Evan Wei Xiang'}",AAAI,active transfer learning for cross-system recommendation.,2013
"{'Ronald Parr', 'Jason Pazis'}",AAAI,sample complexity and performance bounds for non-parametric approximate linear programming.,2013
{'Sebastian Link'},AAAI,"reasoning about saturated conditional independence under uncertainty: axioms, algorithms, and levesque's situations to the rescue.",2013
"{'Jianguo Xiao', 'Xiaohua Zhai', 'Yuxin Peng'}",AAAI,heterogeneous metric learning with joint graph regularization for cross-media retrieval.,2013
"{'Brendan Lucier', 'Moshe Tennenholtz', 'Itai Ashlagi'}",AAAI,equilibria of online scheduling algorithms.,2013
{'Mathias Niepert'},AAAI,symmetry-aware marginal density estimation.,2013
"{'Toby Walsh', 'Haris Aziz 0001', 'Serge Gaspers', 'Nina Narodytska', 'Nicholas Mattei'}",AAAI,ties matter: complexity of manipulation when tie-breaking with a random vote.,2013
"{'Jianguang Zhang', 'Zhongwen Xu', 'Shoou-I Yu', 'Yahong Han'}",AAAI,discriminative multi-task feature selection.,2013
"{'Jed Irvine', 'Benjamin Van Doren', 'Thomas G. Dietterich', 'Andrew Farnsworth', 'Daniel R. Sheldon', 'Kevin F. Webb', 'Steve Kelling'}",AAAI,approximate bayesian inference for reconstructing velocities of migrating birds from weather radar.,2013
"{'Jing Zhang 0015', 'Xindong Wu', 'Victor Shengli Sheng'}",AAAI,imbalanced multiple noisy labeling for supervised learning.,2013
"{'Manuela M. Veloso', 'Prashant P. Reddy'}",AAAI,negotiated learning for smart grid agents: entity selection based on dynamic partially observable features.,2013
"{'Kostas Stergiou', 'Christophe Lecoutre', 'Anastasia Paparrizou'}",AAAI,extending str to a higher-order consistency.,2013
"{'Mehul Bhatt', 'Jakob Suchan', 'Christian Freksa'}",AAAI,"rotunde - a smart meeting cinematography initiative - tools, datasets, and benchmarks for cognitive interpretation and control.",2013
"{'Patrick Butler', 'Buyue Qian', 'Xiang Wang 0001', 'Weifeng Zhi', 'Naren Ramakrishnan', 'Ian Davidson'}",AAAI,clustering with complex constraints - algorithms and applications.,2013
"{'Man Lan', 'Chew Lim Tan', 'Mitra Mohtarami'}",AAAI,from semantic to emotional space in probabilistic sense sentiment analysis.,2013
{'Gerard de Melo'},AAAI,not quite the same: identity constraints for the web of linked data.,2013
"{'Justin Li', 'John E. Laird'}",AAAI,preemptive strategies for overcoming the forgetting of goals.,2013
"{'T. K. Satish Kumar', 'Marcello Cirillo', 'Sven Koenig'}",AAAI,simple temporal problems with taboo regions.,2013
"{'Nicola Gatti 0001', 'Marco Rocco', 'Tuomas Sandholm'}",AAAI,algorithms for strong nash equilibrium with more than two agents.,2013
{'Adrian Ratter'},AAAI,optimization of heterogeneous computing resources for robotic mapping.,2013
"{'Iolanda Leite', 'Jill Fain Lehman', 'Sean Andrist', 'Hannaneh Hajishirzi'}",AAAI,take or wait? learning turn-taking from multiparty data.,2013
"{'Miroslaw Truszczynski', 'Yuliya Lierler'}",AAAI,modular answer set solving.,2013
{'Michael Thielscher'},AAAI,filtering with logic programs and its application to general game playing.,2013
"{'Greg Stoddard', 'Pushmeet Kohli', 'Mahyar Salek'}",AAAI,a fast bandit algorithm for recommendation to users with heterogenous tastes.,2013
"{'Tom Schrijvers', 'Guido Tack', 'Peter J. Stuckey', 'Horst Samulowitz', 'Ashish Sabharwal'}",AAAI,automated design of search with composability.,2013
"{'Henning S. Mortveit', 'Chris J. Kuhlman', 'Anil Kumar S. Vullikanti', 'Abhijin Adiga'}",AAAI,sensitivity of diffusion dynamics to network uncertainty.,2013
"{'Yun Fu 0001', 'Liangyue Li', 'Ming Shao'}",AAAI,predicting professions through probabilistic model under social context.,2013
"{'Yong Tang', 'Yan Pan', 'Shuicheng Yan', 'Hanjiang Lai', 'Cong Liu 0001'}",AAAI,rank aggregation via low-rank and structured-sparse decomposition.,2013
"{'Ronald Parr', 'Jason Pazis'}",AAAI,pac optimal exploration in continuous space markov decision processes.,2013
"{'Kagan Tumer', 'Logan Michael Yliniemi'}",AAAI,elo ratings for structural credit assignment in multiagent systems.,2013
"{'Noga Alon', 'Reshef Meir', 'Moshe Tennenholtz'}",AAAI,the value of ignorance about the number of players.,2013
"{'Fedor V. Fomin', 'Petr A. Golovach', 'Rajesh Hemant Chitnis'}",AAAI,preventing unraveling in social networks gets harder.,2013
"{'Michael L. Littman', 'Ari Weinstein'}",AAAI,open-loop planning in large-scale stochastic domains.,2013
"{'Sridhar Mahadevan', 'Stephen Giguere', 'Nicholas Jacek'}",AAAI,basis adaptation for sparse nonlinear reinforcement learning.,2013
"{'Avi Mendelson', 'Tomer Sagi', 'Moshe Tennenholtz', 'Carmel Domshlak', 'Erez Karpas', 'Avigdor Gal'}",AAAI,data-parallel computing meets strips.,2013
"{'Sriraam Natarajan', 'Kristian Kersting', 'David Poole 0001', 'Vibhav Gogate'}",AAAI,preface.,2013
"{'Jason J. Corso', 'Caiming Xiong', 'David M. Johnson'}",AAAI,uncertainty reduction for active image clustering via a hybrid global-local uncertainty model.,2013
"{'Caleb M. Chacha', 'Julie A. Shah', 'Been Kim'}",AAAI,inferring robot task plans from human team meetings: a generative modeling approach with logic-based prior.,2013
"{'Ying Xu', 'Andreas Veit', 'Ronghuo Zheng', 'Katia P. Sycara', 'Nilanjan Chakraborty'}",AAAI,multiagent coordination for energy consumption scheduling in consumer cooperatives.,2013
"{'Steven M. LaValle', 'Lawrence H. Erickson'}",AAAI,"a simple, but np-hard, motion planning problem.",2013
"{'Francesca Rossi', 'Maria Silvia Pini', 'Kristen Brent Venable'}",AAAI,bribery in voting with soft constraints.,2013
"{'Ronen I. Brafman', 'Raz Nissim'}",AAAI,cost-optimal planning by self-interested agents.,2013
"{'Lei Zhang 0006', 'Ji Zhao 0001', 'Zongben Xu', 'Deyu Meng'}",AAAI,a cyclic weighted median method for l1 low-rank matrix factorization with missing entries.,2013
"{'Seungjin Choi', 'Kye-Hyeon Kim'}",AAAI,walking on minimax paths for k-nn search.,2013
"{'Matthew Hatem', 'Wheeler Ruml'}",AAAI,external memory best-first search for multiple sequence alignment.,2013
"{'Zhanshan Li', 'Hongbo Li', 'Yanchun Liang', 'Jinsong Guo'}",AAAI,making simple tabular reductionworks on negative table constraints.,2013
"{'Kamal Karlapalem', 'Anuj Toshniwal', 'Kuldeep Porwal'}",AAAI,classification driven detection of opportunistic bids in tac-scm.,2013
{'Guy Van den Broeck'},AAAI,on the complexity and approximation of binary evidence in lifted inference.,2013
"{'Oriel Uzan', ""Ya'akov Gal"", 'Reuth Peled'}",AAAI,plan recognition for exploratory domains using interleaved temporal search.,2013
"{'Steven M. LaValle', 'Jingjin Yu'}",AAAI,"fast, near-optimal computation for multi-robot path planning on graphs.",2013
"{'Morteza Zadimoghaddam', 'Yoram Bachrach', 'Vladimir Kolmogorov', 'Pushmeet Kohli'}",AAAI,optimal coalition structure generation in cooperative graph games.,2013
"{'Sriraam Natarajan', 'Jeremy C. Weiss', 'C. David Page Jr.'}",AAAI,learning when to reject an importance sample.,2013
"{'Michael L. Littman', 'Marie desJardins'}",AAAI,aaai-13 preface.,2013
{'Bikramjit Banerjee'},AAAI,pruning for monte carlo distributed reinforcement learning in decentralized pomdps.,2013
"{'Hanfang Yang', 'Yingbin Zheng', 'Rui Feng', 'Xiangyang Xue', 'Yu-Gang Jiang', 'Yanran Wang'}",AAAI,understanding and predicting interestingness of videos.,2013
"{'Adrian Barbu', 'Maria Pavlovskaia', 'Song Chun Zhu'}",AAAI,rates for inductive learning of compositional models.,2013
"{'Walter Stephen Lasecki', 'George Ferguson', 'Leon Weingard', 'Jeffrey Philip Bigham'}",AAAI,crowd formalization of action conditions.,2013
"{'Branislav Kveton', 'Georgios Theocharous'}",AAAI,structured kernel-based reinforcement learning.,2013
"{'Manuel Blum 0002', 'Mehdi Samadi', 'Manuela M. Veloso'}",AAAI,openeval: web information query evaluation.,2013
"{'Hui Qian', 'Zhihua Zhang', 'Wei Chen', 'Shubao Zhang'}",AAAI,a concave conjugate approach for nonconvex penalized regression with the mcp penalty.,2013
"{'Stuart C. Shapiro', 'Daniel R. Schlegel'}",AAAI,concurrent reasoning with inference graphs.,2013
"{'Christian Meilicke', 'Jan Noessner', 'Heiner Stuckenschmidt'}",AAAI,towards joint inference for complex ontology matching.,2013
"{'Moshe Tennenholtz', 'Gil Kalai', 'Uriel Feige'}",AAAI,the cascade auction - a mechanism for deterring collusion in auctions.,2013
"{'James F. Allen', 'Daniel Gildea', 'Mehdi Hafezi Manshadi'}",AAAI,integrating programming by example and natural language programming.,2013
"{'Kate Larson', 'Rob McAlpine', 'Alan Tsang'}",AAAI,resource sharing for control of wildland fires.,2013
"{'Anton Riabov', 'Octavian Udrea', 'Shirin Sohrabi'}",AAAI,hypothesis exploration for malware detection using planning.,2013
"{'Dustin Arthur Smith', 'Henry Lieberman'}",AAAI,using plan recognition for interpreting referring expressions.,2013
"{'James F. Allen', 'Ian E. Perera'}",AAAI,sall-e: situated agent for language learning.,2013
{'Jonathan Mugan'},AAAI,top-down abstraction learning using prediction as a supervisory signal.,2013
"{'Jing Gao', 'Jason J. Corso', 'Caiming Xiong', 'David M. Johnson'}",AAAI,comprehensive cross-hierarchy cluster agreement evaluation.,2013
"{'Sridhar Mahadevan', 'Chang Wang 0001'}",AAAI,multiscale manifold learning.,2013
"{'Hiroaki Shiokawa', 'Yasuhiro Fujiwara', 'Makoto Onizuka'}",AAAI,fast algorithm for modularity-based graph clustering.,2013
"{'Wenlin Chen', 'Qiang Lu', 'Yixin Chen', 'Xiaoping Chen', 'Kilian Q. Weinberger'}",AAAI,goal-oriented euclidean heuristics with manifold learning.,2013
"{'Thomas G. Dietterich', 'Majid Alkaee Taleghan', 'Mark Crowley 0001'}",AAAI,pac optimal planning for invasive species management: improved exploration for reinforcement learning from simulator-defined mdps.,2013
"{'Stefano Tonetta', 'Alessandro Cimatti', 'Marco Bozzano', 'Marco Gario'}",AAAI,"a formal framework for the specification, verification and synthesis of diagnosers.",2013
"{'Siegfried Nijssen', 'Ian N. Davidson', 'Sean Gilpin'}",AAAI,formalizing hierarchical clustering as integer linear programming.,2013
"{'Leonel Dario Rozo', 'Darwin G. Caldwell', 'Sylvain Calinon', 'Carme Torras', 'Pablo Jiménez'}",AAAI,learning collaborative impedance-based robot behaviors.,2013
"{'Qing Li', 'Oliver Schulte', 'Fatemeh Riahi'}",AAAI,identifying important nodes in heterogenous networks.,2013
{'Ying Zhu'},AAAI,tools for preference reasoning.,2013
"{'Janara Christensen', 'Sumit Basu'}",AAAI,teaching classification boundaries to humans.,2013
{'Hans Werner Guesgen'},AAAI,a fuzzy set approach to representing spatio-temporal and environmental context: preliminary considerations.,2013
"{'Danilo Bruno', 'Darwin G. Caldwell', 'Sylvain Calinon'}",AAAI,bayesian nonparametric multi-optima policy search in reinforcement learning.,2013
"{'Judea Pearl', 'Elias Bareinboim'}",AAAI,causal transportability with limited experiments.,2013
"{'Jasper van de Ven', 'Frank Dylla'}",AAAI,the spatial interaction laboratory - a distributed middleware and qualitative representation for ambient intelligence.,2013
"{'James C. Boerkoel Jr.', 'Edmund H. Durfee'}",AAAI,decoupling the multiagent disjunctive temporal problem.,2013
"{'Milind Tambe', 'Thanh Hong Nguyen', 'Sarit Kraus', 'Amos Azaria', 'Rong Yang'}",AAAI,analyzing the effectiveness of adversary modeling in security games.,2013
"{'Moshe Tennenholtz', 'Yagil Engel'}",AAAI,posted prices exchange for display advertising contracts.,2013
"{'Joshua Letchford', 'Vincent Conitzer'}",AAAI,solving security games on graphs via marginal probabilities.,2013
"{'Irene Kwok', 'Yuzhou Wang'}",AAAI,locate the hate: detecting tweets against blacks.,2013
"{'Marc Pickett', 'Yann LeCun', 'Clayton T. Morrison', 'Benjamin Kuipers'}",AAAI,preface.,2013
"{'Cynthia Rudin', 'Benjamin Letham', 'Tyler H. McCormick', 'David Madigan'}",AAAI,an interpretable stroke prediction model using rules and bayesian analysis.,2013
"{'Jaime Parra Jr.', 'Christopher Kiekintveld'}",AAAI,initial exploration of machine learning to predict customer demand in an energy market simulation.,2013
"{'Kristina Lerman', 'Jeon-Hyung Kang'}",AAAI,la-ctr: a limited attention collaborative topic regression for social media.,2013
{'Lauren M. Stuart'},AAAI,on a noun-driven syntactic paradigm.,2013
"{'Christopher D. Manning', 'Wanxiang Che', 'Mengqiu Wang'}",AAAI,effective bilingual constraints for semi-supervised learning of named entity recognizers.,2013
"{'Zoran Obradovic', 'Kosta Ristovski', 'Vladan Radosavljevic', 'Slobodan Vucetic'}",AAAI,continuous conditional random fields for efficient regression in large fully connected graphs.,2013
"{'Sibao Chen', 'Ying Xie', 'Bin Luo', 'Chris H. Q. Ding'}",AAAI,uncorrelated lasso.,2013
"{'Manish Marwah', 'Huijuan Shao', 'Naren Ramakrishnan'}",AAAI,a temporal motif mining approach to unsupervised energy disaggregation: applications to residential and commercial buildings.,2013
